django.utils.autoreload INFO 2023-03-09 19:45:47,254 autoreload 39084 45804 Watching for file changes with StatReloader
outing.views INFO 2023-03-10 10:32:16,805 views 46812 49868 <RawQuerySet: select * from Article>
outing.views INFO 2023-03-10 10:32:16,805 views 46812 49868 <RawQuerySet: select * from Article>
django.utils.autoreload INFO 2023-03-10 10:33:02,437 autoreload 46812 30040 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 10:33:03,090 autoreload 39108 45080 Watching for file changes with StatReloader
django.utils.autoreload INFO 2023-03-10 10:33:05,439 autoreload 39108 45080 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 10:33:05,946 autoreload 34536 39128 Watching for file changes with StatReloader
django.utils.autoreload INFO 2023-03-10 10:33:08,318 autoreload 34536 39128 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 10:33:08,893 autoreload 42200 50168 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 10:33:12,713 views 42200 39536 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 10:33:12,713 views 42200 39536 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 10:33:12,713 views 42200 39536 POST
outing.views INFO 2023-03-10 10:33:12,713 views 42200 39536 POST
outing.views DEBUG 2023-03-10 10:33:12,713 views 42200 39536 POST
outing.views DEBUG 2023-03-10 10:33:12,713 views 42200 39536 POST
outing.views ERROR 2023-03-10 10:33:12,713 views 42200 39536 POST
outing.views ERROR 2023-03-10 10:33:12,713 views 42200 39536 POST
outing.views INFO 2023-03-10 10:33:12,714 views 42200 39536 今日最牛大外宣1 --- 内容本身就很牛
outing.views INFO 2023-03-10 10:33:12,714 views 42200 39536 今日最牛大外宣1 --- 内容本身就很牛
outing.views INFO 2023-03-10 10:33:12,714 views 42200 39536 2023-03-10
outing.views INFO 2023-03-10 10:33:12,714 views 42200 39536 2023-03-10
outing.views INFO 2023-03-10 10:33:12,715 views 42200 39536 <RawQuerySet: select * from Article>
outing.views INFO 2023-03-10 10:33:12,715 views 42200 39536 <RawQuerySet: select * from Article>
django.utils.autoreload INFO 2023-03-10 10:37:12,792 autoreload 42200 50168 E:\repos\github\empty-py-demo\mysite\outing\models.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 10:37:13,368 autoreload 43372 31996 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 10:37:31,989 views 43372 47604 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 10:37:31,989 views 43372 47604 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 10:37:31,989 views 43372 47604 POST
outing.views INFO 2023-03-10 10:37:31,989 views 43372 47604 POST
outing.views DEBUG 2023-03-10 10:37:31,990 views 43372 47604 POST
outing.views DEBUG 2023-03-10 10:37:31,990 views 43372 47604 POST
outing.views ERROR 2023-03-10 10:37:31,990 views 43372 47604 POST
outing.views ERROR 2023-03-10 10:37:31,990 views 43372 47604 POST
outing.views INFO 2023-03-10 10:37:31,990 views 43372 47604 今日最牛大外宣1
outing.views INFO 2023-03-10 10:37:31,990 views 43372 47604 今日最牛大外宣1
outing.views INFO 2023-03-10 10:37:31,990 views 43372 47604 2023-03-10
outing.views INFO 2023-03-10 10:37:31,990 views 43372 47604 2023-03-10
outing.views INFO 2023-03-10 10:37:31,991 views 43372 47604 <RawQuerySet: select * from Article>
outing.views INFO 2023-03-10 10:37:31,991 views 43372 47604 <RawQuerySet: select * from Article>
outing.views WARNING 2023-03-10 10:37:54,478 views 43372 47604 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 10:37:54,478 views 43372 47604 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 10:37:54,479 views 43372 47604 POST
outing.views INFO 2023-03-10 10:37:54,479 views 43372 47604 POST
outing.views DEBUG 2023-03-10 10:37:54,479 views 43372 47604 POST
outing.views DEBUG 2023-03-10 10:37:54,479 views 43372 47604 POST
outing.views ERROR 2023-03-10 10:37:54,479 views 43372 47604 POST
outing.views ERROR 2023-03-10 10:37:54,479 views 43372 47604 POST
outing.views INFO 2023-03-10 10:37:54,479 views 43372 47604 今日最牛大外宣1
outing.views INFO 2023-03-10 10:37:54,479 views 43372 47604 今日最牛大外宣1
outing.views INFO 2023-03-10 10:37:54,479 views 43372 47604 2023-03-10
outing.views INFO 2023-03-10 10:37:54,479 views 43372 47604 2023-03-10
outing.views INFO 2023-03-10 10:37:54,480 views 43372 47604 <RawQuerySet: select * from Article>
outing.views INFO 2023-03-10 10:37:54,480 views 43372 47604 <RawQuerySet: select * from Article>
django.utils.autoreload INFO 2023-03-10 10:39:55,345 autoreload 43372 31996 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 10:39:55,825 autoreload 41636 44532 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 10:39:58,797 views 41636 48880 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 10:39:58,797 views 41636 48880 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 10:39:58,797 views 41636 48880 POST
outing.views INFO 2023-03-10 10:39:58,797 views 41636 48880 POST
outing.views DEBUG 2023-03-10 10:39:58,797 views 41636 48880 POST
outing.views DEBUG 2023-03-10 10:39:58,797 views 41636 48880 POST
outing.views ERROR 2023-03-10 10:39:58,797 views 41636 48880 POST
outing.views ERROR 2023-03-10 10:39:58,797 views 41636 48880 POST
outing.views INFO 2023-03-10 10:39:58,797 views 41636 48880 今日最牛大外宣1
outing.views INFO 2023-03-10 10:39:58,797 views 41636 48880 今日最牛大外宣1
outing.views INFO 2023-03-10 10:39:58,797 views 41636 48880 2023-03-10
outing.views INFO 2023-03-10 10:39:58,797 views 41636 48880 2023-03-10
django.utils.autoreload INFO 2023-03-10 10:42:57,228 autoreload 41636 44532 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 10:42:57,739 autoreload 47036 40060 Watching for file changes with StatReloader
django.utils.autoreload INFO 2023-03-10 10:43:17,549 autoreload 47036 40060 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 10:43:18,038 autoreload 45300 44400 Watching for file changes with StatReloader
django.utils.autoreload INFO 2023-03-10 10:43:27,358 autoreload 45300 44400 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 10:43:27,915 autoreload 49292 48416 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 10:43:31,164 views 49292 41820 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 10:43:31,164 views 49292 41820 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 10:43:31,164 views 49292 41820 POST
outing.views INFO 2023-03-10 10:43:31,164 views 49292 41820 POST
outing.views DEBUG 2023-03-10 10:43:31,164 views 49292 41820 POST
outing.views DEBUG 2023-03-10 10:43:31,164 views 49292 41820 POST
outing.views ERROR 2023-03-10 10:43:31,164 views 49292 41820 POST
outing.views ERROR 2023-03-10 10:43:31,164 views 49292 41820 POST
outing.views INFO 2023-03-10 10:43:31,165 views 49292 41820 今日最牛大外宣1
outing.views INFO 2023-03-10 10:43:31,165 views 49292 41820 今日最牛大外宣1
outing.views INFO 2023-03-10 10:43:31,165 views 49292 41820 2023-03-10
outing.views INFO 2023-03-10 10:43:31,165 views 49292 41820 2023-03-10
django.request ERROR 2023-03-10 10:43:31,205 log 49292 41820 Internal Server Error: /outing/api/form/save
Traceback (most recent call last):
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\utils.py", line 89, in _execute
    return self.cursor.execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\sqlite3\base.py", line 357, in execute
    return Database.Cursor.execute(self, query, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
sqlite3.OperationalError: no such table: article

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\mysite\outing\views.py", line 37, in form_save
    for ar in article_raw:
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\query.py", line 2057, in __iter__
    self._fetch_all()
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\query.py", line 2044, in _fetch_all
    self._result_cache = list(self.iterator())
                         ^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\query.py", line 2071, in iterator
    yield from RawModelIterable(self)
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\query.py", line 154, in __iter__
    query_iterator = iter(query)
                     ^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\sql\query.py", line 112, in __iter__
    self._execute_query()
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\sql\query.py", line 152, in _execute_query
    self.cursor.execute(self.sql, params)
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\utils.py", line 103, in execute
    return super().execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\utils.py", line 67, in execute
    return self._execute_with_wrappers(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\utils.py", line 80, in _execute_with_wrappers
    return executor(sql, params, many, context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\utils.py", line 84, in _execute
    with self.db.wrap_database_errors:
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\utils.py", line 91, in __exit__
    raise dj_exc_value.with_traceback(traceback) from exc_value
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\utils.py", line 89, in _execute
    return self.cursor.execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\sqlite3\base.py", line 357, in execute
    return Database.Cursor.execute(self, query, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
django.db.utils.OperationalError: no such table: article
django.utils.autoreload INFO 2023-03-10 10:43:43,672 autoreload 49292 48416 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 10:43:44,186 autoreload 37504 26232 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 10:43:46,092 views 37504 41820 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 10:43:46,092 views 37504 41820 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 10:43:46,093 views 37504 41820 POST
outing.views INFO 2023-03-10 10:43:46,093 views 37504 41820 POST
outing.views DEBUG 2023-03-10 10:43:46,093 views 37504 41820 POST
outing.views DEBUG 2023-03-10 10:43:46,093 views 37504 41820 POST
outing.views ERROR 2023-03-10 10:43:46,093 views 37504 41820 POST
outing.views ERROR 2023-03-10 10:43:46,093 views 37504 41820 POST
outing.views INFO 2023-03-10 10:43:46,093 views 37504 41820 今日最牛大外宣1
outing.views INFO 2023-03-10 10:43:46,093 views 37504 41820 今日最牛大外宣1
outing.views INFO 2023-03-10 10:43:46,093 views 37504 41820 2023-03-10
outing.views INFO 2023-03-10 10:43:46,093 views 37504 41820 2023-03-10
django.request ERROR 2023-03-10 10:43:46,139 log 37504 41820 Internal Server Error: /outing/api/form/save
Traceback (most recent call last):
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\utils.py", line 89, in _execute
    return self.cursor.execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\sqlite3\base.py", line 357, in execute
    return Database.Cursor.execute(self, query, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
sqlite3.OperationalError: no such table: article

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\mysite\outing\views.py", line 36, in form_save
    for ar in Article.objects.raw('select * from article'):
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\query.py", line 2057, in __iter__
    self._fetch_all()
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\query.py", line 2044, in _fetch_all
    self._result_cache = list(self.iterator())
                         ^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\query.py", line 2071, in iterator
    yield from RawModelIterable(self)
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\query.py", line 154, in __iter__
    query_iterator = iter(query)
                     ^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\sql\query.py", line 112, in __iter__
    self._execute_query()
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\sql\query.py", line 152, in _execute_query
    self.cursor.execute(self.sql, params)
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\utils.py", line 103, in execute
    return super().execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\utils.py", line 67, in execute
    return self._execute_with_wrappers(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\utils.py", line 80, in _execute_with_wrappers
    return executor(sql, params, many, context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\utils.py", line 84, in _execute
    with self.db.wrap_database_errors:
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\utils.py", line 91, in __exit__
    raise dj_exc_value.with_traceback(traceback) from exc_value
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\utils.py", line 89, in _execute
    return self.cursor.execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\sqlite3\base.py", line 357, in execute
    return Database.Cursor.execute(self, query, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
django.db.utils.OperationalError: no such table: article
django.utils.autoreload INFO 2023-03-10 10:43:53,793 autoreload 37504 26232 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 10:43:54,291 autoreload 49516 38168 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 10:43:56,091 views 49516 40920 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 10:43:56,091 views 49516 40920 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 10:43:56,091 views 49516 40920 POST
outing.views INFO 2023-03-10 10:43:56,091 views 49516 40920 POST
outing.views DEBUG 2023-03-10 10:43:56,091 views 49516 40920 POST
outing.views DEBUG 2023-03-10 10:43:56,091 views 49516 40920 POST
outing.views ERROR 2023-03-10 10:43:56,091 views 49516 40920 POST
outing.views ERROR 2023-03-10 10:43:56,091 views 49516 40920 POST
outing.views INFO 2023-03-10 10:43:56,091 views 49516 40920 今日最牛大外宣1
outing.views INFO 2023-03-10 10:43:56,091 views 49516 40920 今日最牛大外宣1
outing.views INFO 2023-03-10 10:43:56,091 views 49516 40920 2023-03-10
outing.views INFO 2023-03-10 10:43:56,091 views 49516 40920 2023-03-10
django.request ERROR 2023-03-10 10:43:56,121 log 49516 40920 Internal Server Error: /outing/api/form/save
Traceback (most recent call last):
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\utils.py", line 89, in _execute
    return self.cursor.execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\sqlite3\base.py", line 357, in execute
    return Database.Cursor.execute(self, query, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
sqlite3.OperationalError: no such table: Article

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\mysite\outing\views.py", line 36, in form_save
    for ar in Article.objects.raw('select * from Article'):
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\query.py", line 2057, in __iter__
    self._fetch_all()
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\query.py", line 2044, in _fetch_all
    self._result_cache = list(self.iterator())
                         ^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\query.py", line 2071, in iterator
    yield from RawModelIterable(self)
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\query.py", line 154, in __iter__
    query_iterator = iter(query)
                     ^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\sql\query.py", line 112, in __iter__
    self._execute_query()
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\sql\query.py", line 152, in _execute_query
    self.cursor.execute(self.sql, params)
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\utils.py", line 103, in execute
    return super().execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\utils.py", line 67, in execute
    return self._execute_with_wrappers(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\utils.py", line 80, in _execute_with_wrappers
    return executor(sql, params, many, context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\utils.py", line 84, in _execute
    with self.db.wrap_database_errors:
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\utils.py", line 91, in __exit__
    raise dj_exc_value.with_traceback(traceback) from exc_value
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\utils.py", line 89, in _execute
    return self.cursor.execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\sqlite3\base.py", line 357, in execute
    return Database.Cursor.execute(self, query, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
django.db.utils.OperationalError: no such table: Article
django.utils.autoreload INFO 2023-03-10 10:44:39,831 autoreload 49516 38168 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 10:44:40,312 autoreload 49544 49428 Watching for file changes with StatReloader
django.utils.autoreload INFO 2023-03-10 10:45:17,465 autoreload 49544 49428 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 10:45:18,007 autoreload 50868 50872 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 10:45:21,402 views 50868 51024 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 10:45:21,402 views 50868 51024 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 10:45:21,403 views 50868 51024 POST
outing.views INFO 2023-03-10 10:45:21,403 views 50868 51024 POST
outing.views DEBUG 2023-03-10 10:45:21,403 views 50868 51024 POST
outing.views DEBUG 2023-03-10 10:45:21,403 views 50868 51024 POST
outing.views ERROR 2023-03-10 10:45:21,403 views 50868 51024 POST
outing.views ERROR 2023-03-10 10:45:21,403 views 50868 51024 POST
outing.views INFO 2023-03-10 10:45:21,403 views 50868 51024 今日最牛大外宣1
outing.views INFO 2023-03-10 10:45:21,403 views 50868 51024 今日最牛大外宣1
outing.views INFO 2023-03-10 10:45:21,403 views 50868 51024 2023-03-10
outing.views INFO 2023-03-10 10:45:21,403 views 50868 51024 2023-03-10
django.request ERROR 2023-03-10 10:45:21,439 log 50868 51024 Internal Server Error: /outing/api/form/save
Traceback (most recent call last):
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\utils.py", line 89, in _execute
    return self.cursor.execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\sqlite3\base.py", line 357, in execute
    return Database.Cursor.execute(self, query, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
sqlite3.OperationalError: no such table: Article

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\mysite\outing\views.py", line 36, in form_save
    for a in Article.objects.raw('select * from Article;'):
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\query.py", line 2057, in __iter__
    self._fetch_all()
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\query.py", line 2044, in _fetch_all
    self._result_cache = list(self.iterator())
                         ^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\query.py", line 2071, in iterator
    yield from RawModelIterable(self)
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\query.py", line 154, in __iter__
    query_iterator = iter(query)
                     ^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\sql\query.py", line 112, in __iter__
    self._execute_query()
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\sql\query.py", line 152, in _execute_query
    self.cursor.execute(self.sql, params)
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\utils.py", line 103, in execute
    return super().execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\utils.py", line 67, in execute
    return self._execute_with_wrappers(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\utils.py", line 80, in _execute_with_wrappers
    return executor(sql, params, many, context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\utils.py", line 84, in _execute
    with self.db.wrap_database_errors:
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\utils.py", line 91, in __exit__
    raise dj_exc_value.with_traceback(traceback) from exc_value
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\utils.py", line 89, in _execute
    return self.cursor.execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\sqlite3\base.py", line 357, in execute
    return Database.Cursor.execute(self, query, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
django.db.utils.OperationalError: no such table: Article
django.utils.autoreload INFO 2023-03-10 10:45:25,614 autoreload 50868 50872 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 10:45:26,359 autoreload 45668 44560 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 10:45:29,626 views 45668 50252 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 10:45:29,626 views 45668 50252 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 10:45:29,627 views 45668 50252 POST
outing.views INFO 2023-03-10 10:45:29,627 views 45668 50252 POST
outing.views DEBUG 2023-03-10 10:45:29,627 views 45668 50252 POST
outing.views DEBUG 2023-03-10 10:45:29,627 views 45668 50252 POST
outing.views ERROR 2023-03-10 10:45:29,627 views 45668 50252 POST
outing.views ERROR 2023-03-10 10:45:29,627 views 45668 50252 POST
outing.views INFO 2023-03-10 10:45:29,627 views 45668 50252 今日最牛大外宣1
outing.views INFO 2023-03-10 10:45:29,627 views 45668 50252 今日最牛大外宣1
outing.views INFO 2023-03-10 10:45:29,627 views 45668 50252 2023-03-10
outing.views INFO 2023-03-10 10:45:29,627 views 45668 50252 2023-03-10
django.request ERROR 2023-03-10 10:45:29,666 log 45668 50252 Internal Server Error: /outing/api/form/save
Traceback (most recent call last):
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\utils.py", line 89, in _execute
    return self.cursor.execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\sqlite3\base.py", line 357, in execute
    return Database.Cursor.execute(self, query, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
sqlite3.OperationalError: no such table: Article

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
